,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,rating,price,RestaurantsTableService,RestaurantsTakeOut,RestaurantsPriceRange2,id,alias,Grade,zipcode,location,category,hours
10,JWtrqqPxfmc3g0NPoBJV3w,Sizzling Pot King,660 S King St,Seattle,WA,98104,47.5985,-122.32445,,100,4.0,,,,,JWtrqqPxfmc3g0NPoBJV3w,sizzling-pot-king-seattle-2,2.0,98104,Pioneer Square,Hot Pot:Chinese,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0230', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0230', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0230', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0230', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0230', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 5}, {'is_overnight': True, 'start': '1700', 'end': '0230', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 6}, {'is_overnight': True, 'start': '1700', 'end': '0230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
11,Y-OgQKqreMaajTUCPbLPKg,Tsukushinbo,515 S Main St,Seattle,WA,98104,47.59985,-122.32681000000001,,873,4.0,$$,,,,Y-OgQKqreMaajTUCPbLPKg,tsukushinbo-seattle,2.0,98104,Pioneer Square,Japanese:Sushi Bars:Seafood,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
12,DzLycxXa20wdlYeTcyc5-A,Dough Zone Dumpling House,504 5th Ave S,Seattle,WA,98104,47.597879999999996,-122.32749,,868,4.0,$$,,,,DzLycxXa20wdlYeTcyc5-A,dough-zone-dumpling-house-seattle-2,1.0,98104,Pioneer Square,Shanghainese:Dim Sum:Noodles,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
13,M5gjalaqrlkVm55RHqiaaA,Maneki,304 6th Ave S,Seattle,WA,98104,47.599740000000004,-122.32614,,1150,4.0,$$,,,,M5gjalaqrlkVm55RHqiaaA,maneki-seattle,1.0,98104,Pioneer Square,Japanese:Sushi Bars,"[{'open': [{'is_overnight': False, 'start': '1730', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1730', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1730', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1730', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1730', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1730', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
14,p1TOF1XkXzLx3a-LF3lDlw,Taylor Shellfish Oyster Bar,410 Occidental Ave S,Seattle,WA,98104,47.59884,-122.33268000000001,,673,4.5,$$,,,,p1TOF1XkXzLx3a-LF3lDlw,taylor-shellfish-oyster-bar-seattle-2,1.0,98104,Pioneer Square,Seafood:Live/Raw Food,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
15,EK8gFCM9_kQCje9Sh-ZP3w,Metropolitan Deli Cafe FH,514 Terry Ave,Seattle,WA,98104,47.6057868,-122.3232129,,5,5.0,,,,,EK8gFCM9_kQCje9Sh-ZP3w,metropolitan-deli-cafe-fh-seattle-2,1.0,98104,Pioneer Square,Delis:Grocery:Coffee & Tea,"[{'open': [{'is_overnight': False, 'start': '0630', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0630', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0630', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0630', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0630', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
16,hj9s0BVirRTTS4ZV_DtRtw,Sichuanese Cuisine,1048 S Jackson St,Seattle,WA,98104,47.5993655520798,-122.317549573997,,623,4.0,$$,,,,hj9s0BVirRTTS4ZV_DtRtw,sichuanese-cuisine-seattle,2.0,98104,Pioneer Square,Szechuan:Hot Pot:Noodles,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
17,feGvRu6xqae3--1N3gjz-Q,Mr Saigon,161 S Washington St,Seattle,WA,98104,47.60074,-122.33242,,8,4.5,,,,,feGvRu6xqae3--1N3gjz-Q,mr-saigon-seattle-6,3.0,98104,Pioneer Square,Vietnamese,
18,e8UiD4SOyfyv5PIB5i1EvQ,Kau Kau Barbeque,656 S King St,Seattle,WA,98104,47.59847,-122.32471000000001,,979,4.0,$$,,,,e8UiD4SOyfyv5PIB5i1EvQ,kau-kau-barbeque-seattle,2.0,98104,Pioneer Square,Barbeque:Seafood:Cantonese,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
19,lxvncNXJKThTmLmARv72pA,Metropolitan Grill,820 2nd Ave,Seattle,WA,98104,47.604438,-122.334126,,1691,4.0,$$$$,,,,lxvncNXJKThTmLmARv72pA,metropolitan-grill-seattle,1.0,98104,Pioneer Square,American (Traditional):Steakhouses,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
20,lqxaHsByP4IDsWlrqXhCDQ,Tat's Delicatessen,159 Yesler Way,Seattle,WA,98104,47.6015989850198,-122.332317061304,,1126,4.5,$$,,,,lqxaHsByP4IDsWlrqXhCDQ,tats-delicatessen-seattle,2.0,98104,Pioneer Square,Delis:Cheesesteaks,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1730', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
21,el6YmQ5Y4ispZQvqm-bz6w,Homestyle Dim Sum,664 S Weller St,Seattle,WA,98104,47.5976300583,-122.324270122,,17,4.0,,,,,el6YmQ5Y4ispZQvqm-bz6w,homestyle-dim-sum-seattle-2,,98104,Pioneer Square,Dim Sum,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '1800', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
22,UaszJCXczQ-djWsQ0ylVAA,Damn the Weather,116 1st Ave S,Seattle,WA,98104,47.6011167,-122.3340814,,440,4.0,$$,,,,UaszJCXczQ-djWsQ0ylVAA,damn-the-weather-seattle,1.0,98104,Pioneer Square,Cocktail Bars:American (New),"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
23,lVSi-ilqM8FzT_HnK7cQ4A,Il Terrazzo Carmine,411 1st Ave S,Seattle,WA,98104,47.598694662445,-122.33460180661001,,434,4.5,$$$,,,,lVSi-ilqM8FzT_HnK7cQ4A,il-terrazzo-carmine-seattle,2.0,98104,Pioneer Square,Italian,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
24,1GYKkZm14lZZHdvFkAtSXw,Intermezzo Carmine,409 1st Ave S,Seattle,WA,98104,47.5988331,-122.33426509999998,,229,4.5,$$,,,,1GYKkZm14lZZHdvFkAtSXw,intermezzo-carmine-seattle-2,1.0,98104,Pioneer Square,Cocktail Bars:Italian,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
25,KFMsgY5mV_wCYsa0XX_hEQ,Bad Bishop,704 1st Ave,Seattle,WA,98104,47.60286,-122.33426999999999,,41,4.5,,,,,KFMsgY5mV_wCYsa0XX_hEQ,bad-bishop-seattle,1.0,98104,Pioneer Square,Cocktail Bars:Comfort Food,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
26,ug_QHgsMXDO16_lSs6ywRQ,Pacific Cafe Hong Kong Kitchen,416 5th Ave S,Seattle,WA,98104,47.59865,-122.32749,,259,4.0,$,,,,ug_QHgsMXDO16_lSs6ywRQ,pacific-cafe-hong-kong-kitchen-seattle-2,1.0,98104,Pioneer Square,Cantonese:Hong Kong Style Cafe,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
27,GoWeog3TbHM6SL9dL_AnTA,Jade Garden,424 7th Ave S,Seattle,WA,98104,47.5985020713873,-122.32351541519199,,1423,3.5,$$,,,,GoWeog3TbHM6SL9dL_AnTA,jade-garden-seattle,2.0,98104,Pioneer Square,Dim Sum:Seafood:Cantonese,"[{'open': [{'is_overnight': True, 'start': '0900', 'end': '0230', 'day': 0}, {'is_overnight': True, 'start': '0900', 'end': '0230', 'day': 1}, {'is_overnight': True, 'start': '0900', 'end': '0230', 'day': 2}, {'is_overnight': True, 'start': '0900', 'end': '0230', 'day': 3}, {'is_overnight': True, 'start': '0900', 'end': '0330', 'day': 4}, {'is_overnight': True, 'start': '0900', 'end': '0330', 'day': 5}, {'is_overnight': True, 'start': '0900', 'end': '0100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
28,bgonx3GuERtap8Np7Y7IFA,Lan Huê Sandwich & Bakery,900 S Jackson St,Seattle,WA,98104,47.5995,-122.32033,,188,4.5,$,,,,bgonx3GuERtap8Np7Y7IFA,lan-hu√™-sandwich-and-bakery-seattle,4.0,98104,Pioneer Square,Vietnamese:Sandwiches:Vegan,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
29,GXz21OgpWOtnCF0GDXHPhA,Nirmal's,106 Occidental Ave S,Seattle,WA,98104,47.60147,-122.33261999999999,,555,4.0,$$,,,,GXz21OgpWOtnCF0GDXHPhA,nirmals-seattle,2.0,98104,Pioneer Square,Indian,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 0}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 4}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1730', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
30,v2qc6PA2x8OkySKtMTx10g,Dynasty Room,714 S King St,Seattle,WA,98104,47.59863,-122.32298,,59,4.5,$,,,,v2qc6PA2x8OkySKtMTx10g,dynasty-room-seattle-5,2.0,98104,Pioneer Square,Bars:Korean:Chinese,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
31,nPVDL8Iu3ourycexssk9tA,Vito's,927 Ninth Ave,Seattle,WA,98104,47.608253999999995,-122.32737900000001,,430,4.0,$$,,,,nPVDL8Iu3ourycexssk9tA,vitos-seattle,1.0,98104,Pioneer Square,Lounges:Italian,"[{'open': [{'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1600', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
